AZKi,常闇トワ,姫森ルーナ,アキ・ローゼンタール,夜空メル,不知火フレア,角巻わため,天音かなた,友人A,癒月ちょこ,桐生ココ,さくらみこ,星街すいせい,ロボ子さん,大空スバル,大神ミオ,潤羽るしあ,紫咲シオン,兎田ぺこら,猫又おかゆ,白銀ノエル,百鬼あやめ,戌神ころね,ホロライブ公式,赤井はあと,宝鐘マリン,ときのそら,夏色まつり,湊あくあ,白上フブキ
1.0,0.48891942545109046,0.48286657612239436,0.5385715549680796,0.522196843554213,0.4897257101043516,0.42334353914875716,0.4049839567823806,0.46582511187236453,0.43500130321069697,0.32711067738831434,0.4390932124163006,0.4407299921607748,0.43766674311418374,0.4191892516942281,0.41411892007974727,0.3938000965597375,0.3987216098968114,0.3751373977109915,0.3877812525293105,0.3732675290928447,0.38929456887994457,0.3757106716324744,0.3638765539590442,0.3662885431038492,0.3574773025124506,0.364666639664733,0.3201190391711197,0.2683848048283223,0.24208088455437662
0.48891942545109046,1.0,0.7561022600301175,0.5949166133021528,0.5588663128638102,0.6535930962431022,0.7033679006373947,0.6809836725197691,0.5368610980643884,0.5035339230744345,0.5140253057543084,0.552284486928334,0.5741590783724797,0.4770133319991572,0.50606317391691,0.5222454971874859,0.5617530502699347,0.5114668443702388,0.5330088388880546,0.5142164447666194,0.5149181986841495,0.4956627926894763,0.5217329552960429,0.44611662647071226,0.45537504142035484,0.5073142711612656,0.3415948100433705,0.41500705551715666,0.3581966742929596,0.32163730195986723
0.48286657612239436,0.7561022600301175,1.0,0.596829620964708,0.5584296930810221,0.6411676937207262,0.7104622109368953,0.6721485238372502,0.5339353077532435,0.5007519105994837,0.5230822105930426,0.5669367445195275,0.5605042579603932,0.4768472288319403,0.5115188307880367,0.5103730123708362,0.5590120575052282,0.5140344468671566,0.5481793430504297,0.5101450198849974,0.512677406862548,0.4844028173426185,0.5271763638305234,0.44198419395781974,0.457263707265578,0.5108584075760071,0.34690268613294784,0.4192896419264404,0.3612064406184642,0.3182565159355378
0.5385715549680796,0.5949166133021528,0.596829620964708,1.0,0.7073528229391636,0.6311023459402784,0.5479638341561427,0.5200983598921989,0.5617476006230329,0.5953891662936897,0.39548055692572137,0.6078883526684822,0.5399184766377082,0.5688176065303627,0.5695660479673234,0.567679922307649,0.5297891367426881,0.5794011970683084,0.5042452601027346,0.5203562750065064,0.4920149493259667,0.5478082524969097,0.5136416548559399,0.47190838220496134,0.5371217964234721,0.4707010397258424,0.4319941145817605,0.4581062786170314,0.39155542578293523,0.3553967443550224
0.522196843554213,0.5588663128638102,0.5584296930810221,0.7073528229391636,1.0,0.5888636242652013,0.5034070584057111,0.48485597165916267,0.5273774122675108,0.605923184904527,0.3597438998931201,0.5609057154946795,0.506804891343663,0.5512659021871474,0.542626077751878,0.5461370141046076,0.512086317873793,0.5512911441469543,0.47454465687546327,0.5013679501767245,0.4711082116160687,0.5387815313715719,0.4887143685793048,0.453422136731736,0.5167293439438041,0.44377349354676093,0.416464187784022,0.44086905086555284,0.3750066010327189,0.3377509586792667
0.4897257101043516,0.6535930962431022,0.6411676937207262,0.6311023459402784,0.5888636242652013,1.0,0.6339693054909648,0.6112453748049648,0.5771632317958046,0.5521623481499085,0.4640509359259986,0.6173810907929016,0.6141573749376574,0.5158489981318576,0.5695796561267126,0.5904239835117013,0.6470561531296253,0.5654107112681706,0.6240405779872743,0.5772380801786687,0.6323025461570428,0.5496547376407543,0.5892154781400175,0.4796164373631893,0.4829193018791925,0.6064995818563542,0.35632616164438824,0.4534115444363931,0.3928728652275726,0.36118013211147104
0.42334353914875716,0.7033679006373947,0.7104622109368953,0.5479638341561427,0.5034070584057111,0.6339693054909648,1.0,0.7167607491391533,0.5266641917796222,0.46747434598845145,0.5769337480163728,0.5800976344916323,0.5830971633200979,0.4398408085829532,0.49598277323191037,0.5133620862068181,0.5768491433942867,0.5173655045693389,0.5806654394707019,0.5160588570771683,0.5254061684593629,0.4870682347166851,0.5540358311301908,0.4494270164141221,0.4564232030113799,0.5418372973886427,0.306096622200396,0.4199187043157038,0.3725686101480289,0.33628309318687855
0.4049839567823806,0.6809836725197691,0.6721485238372502,0.5200983598921989,0.48485597165916267,0.6112453748049648,0.7167607491391533,1.0,0.5199818817564535,0.4557243519421807,0.5523231324335673,0.5539366984137716,0.5954581242238591,0.43439174418309984,0.4996334365268492,0.5119773356915573,0.5887738903205438,0.513006056919963,0.5692212666153363,0.5287329349792748,0.5213874408059413,0.4922102574903983,0.546489448766255,0.45626210956408225,0.44638195348034954,0.5364900664011318,0.2933608202146889,0.4344763508700661,0.37995659666714543,0.3545105854706215
0.46582511187236453,0.5368610980643884,0.5339353077532435,0.5617476006230329,0.5273774122675108,0.5771632317958046,0.5266641917796222,0.5199818817564535,1.0,0.49128199129372707,0.41492476171695575,0.5427430920310962,0.5202754715829898,0.5392049317852824,0.5343316035588368,0.5165865804356815,0.4978663079460055,0.5001755152286967,0.4880830875321988,0.5028366254203246,0.4669172518390854,0.48058435346795514,0.502302074848481,0.4819477654850198,0.43306456040595004,0.475121619290839,0.4627881823135446,0.42427842829428153,0.3381481755164276,0.34027439487229694
0.43500130321069697,0.5035339230744345,0.5007519105994837,0.5953891662936897,0.605923184904527,0.5521623481499085,0.46747434598845145,0.4557243519421807,0.49128199129372707,1.0,0.3396042903131952,0.5203399005921997,0.4815642203687371,0.5096304569443403,0.5285618941316514,0.5309088053470501,0.49647201221666065,0.5254217616985325,0.45461388132701247,0.48608289152880335,0.4793845960978917,0.5206266753142555,0.4714388939923899,0.427793950294655,0.49167706032465386,0.4419610160017739,0.35932797490234597,0.4682073835950016,0.3886048149041882,0.35427066291684967
